video,split
2_Reis_17_parte-7,train
2_Reis_18_parte-1,train
2_Reis_18_parte-2,train
2_Reis_18_parte-3,train
2_Reis_18_parte-4,train
2_Reis_18_parte-5,train
2_Reis_18_parte-6,train
2_Reis_18_parte-7,train
2_Reis_18_parte-8,train
2_Reis_18_parte-9,dev
2_Reis_19_parte-1,train
2_Reis_19_parte-2,train
2_Reis_19_parte-3,test
2_Reis_19_parte-4,train
2_Reis_19_parte-5,train
2_Reis_19_parte-6,train
2_Reis_19_parte-7,train
2_Reis_1_parte-1,train
2_Reis_1_parte-2,train
2_Reis_1_parte-3,train
2_Reis_1_parte-4,dev
2_Reis_1_parte-5,train
2_Reis_1_parte-6,train
2_Reis_20_parte-1,dev
2_Reis_20_parte-2,dev
2_Reis_20_parte-3,train
2_Reis_20_parte-4,test
2_Reis_20_parte-5,train
2_Reis_20_parte-6,dev
2_Reis_21_parte-1,train
2_Reis_21_parte-2,train
2_Reis_21_parte-3,train
2_Reis_21_parte-4,dev
2_Reis_21_parte-5,train
2_Reis_21_parte-6,dev
2_Reis_22_parte-1,dev
2_Reis_22_parte-2,train
2_Reis_22_parte-3,train
2_Reis_22_parte-4,test
2_Reis_22_parte-5,train
2_Reis_23_parte-1,train
2_Reis_23_parte-10,train
2_Reis_23_parte-11,dev
2_Reis_23_parte-12,train
2_Reis_23_parte-2,dev
2_Reis_23_parte-3,train
2_Reis_23_parte-4,train
2_Reis_23_parte-5,train
2_Reis_23_parte-6,dev
2_Reis_23_parte-7,train
2_Reis_23_parte-8,dev
2_Reis_23_parte-9,train
2_Reis_24_parte-1,train
2_Reis_24_parte-2,train
2_Reis_24_parte-3,dev
2_Reis_24_parte-4,train
2_Reis_25_parte-1,train
2_Reis_25_parte-2,train
2_Reis_25_parte-3,train
2_Reis_25_parte-4,train
2_Reis_25_parte-5,test
2_Reis_25_parte-6,train
2_Reis_25_parte-7,dev
2_Reis_2_parte-1,train
2_Reis_2_parte-2,test
2_Reis_2_parte-3,train
2_Reis_2_parte-4,train
2_Reis_2_parte-5,train
2_Reis_3_parte-1,train
2_Reis_3_parte-2,train
2_Reis_3_parte-3,train
2_Reis_3_parte-4,train
2_Reis_3_parte-5,train
2_Reis_3_parte-6,train
2_Reis_4_parte-1,train
2_Reis_4_parte-2,train
2_Reis_4_parte-3,train
2_Reis_4_parte-4,test
2_Reis_4_parte-5,train
2_Reis_4_parte-6,train
2_Reis_4_parte-7,train
2_Reis_4_parte-8,train
2_Reis_5_parte-1,train
2_Reis_5_parte-2,train
2_Reis_5_parte-3,train
2_Reis_5_parte-4,train
2_Reis_5_parte-5,train
2_Reis_6_parte-1,test
2_Reis_6_parte-2,train
2_Reis_6_parte-3,train
2_Reis_6_parte-4,train
2_Reis_6_parte-5,train
2_Reis_6_parte-6,train
2_Reis_7_parte-1,train
2_Reis_7_parte-2,train
2_Reis_7_parte-3,dev
2_Reis_7_parte-4,train
2_Reis_7_parte-5,test
2_Reis_8_parte-1,train
2_Reis_8_parte-2,train
2_Reis_8_parte-3,train
2_Reis_8_parte-4,train
2_Reis_8_parte-5,dev
2_Reis_8_parte-6,dev
2_Reis_9_parte-1,train
2_Reis_9_parte-2,train
2_Reis_9_parte-3,train
2_Reis_9_parte-4,test
2_Reis_9_parte-5,train
2_Reis_9_parte-6,train
2_Sam_10_parte-1,test
2_Sam_10_parte-2,train
2_Sam_10_parte-3,train
2_Sam_11_parte-1,train
2_Sam_11_parte-2,train
2_Sam_11_parte-3,train
2_Sam_11_parte-4,train
2_Sam_11_parte-5,dev
2_Sam_12_parte-1,train
2_Sam_12_parte-2,test
2_Sam_12_parte-3,train
2_Sam_12_parte-4,test
2_Sam_13_parte-1,train
2_Sam_13_parte-2,dev
2_Sam_13_parte-3,test
2_Sam_13_parte-4,train
2_Sam_13_parte-5,train
2_Sam_14_parte-1,train
2_Sam_14_parte-2,train
2_Sam_14_parte-3,train
2_Sam_14_parte-4,dev
2_Sam_15_parte-1,train
2_Sam_15_parte-2,train
2_Sam_15_parte-3,test
2_Sam_15_parte-4,train
2_Sam_15_parte-5,train
2_Sam_16_parte-1,test
2_Sam_16_parte-2,train
2_Sam_16_parte-3,train
2_Sam_17_parte-1,train
2_Sam_17_parte-2,train
2_Sam_17_parte-3,train
2_Sam_17_parte-4,train
2_Sam_17_parte-5,train
2_Sam_18_parte-1,train
2_Sam_18_parte-2,train
2_Sam_18_parte-3,dev
2_Sam_18_parte-4,train
2_Sam_18_parte-5,train
2_Sam_18_parte-6,train
2_Sam_19_parte-1,test
2_Sam_19_parte-2,train
2_Sam_19_parte-3,train
2_Sam_19_parte-4,test
2_Sam_19_parte-5,train
2_Sam_19_parte-6,train
2_Sam_19_parte-7,test
2_Sam_1_parte-1,train
2_Sam_1_parte-2,train
2_Sam_1_parte-3,dev
2_Sam_20_parte-1,train
2_Sam_20_parte-2,train
2_Sam_20_parte-3,train
2_Sam_20_parte-4,train
2_Sam_20_parte-5,train
2_Sam_21_parte-1,dev
2_Sam_21_parte-2,test
2_Sam_21_parte-3,test
2_Sam_21_parte-4,train
2_Sam_22_parte-1,train
2_Sam_22_parte-2,test
2_Sam_22_parte-3,train
2_Sam_22_parte-4,dev
2_Sam_22_parte-5,train
2_Sam_22_parte-6,train
2_Sam_23_parte-1,train
2_Sam_23_parte-2,train
2_Sam_23_parte-3,train
2_Sam_23_parte-4,train
2_Sam_23_parte-5,train
2_Sam_23_parte-6,test
2_Sam_24_parte-1,train
2_Sam_24_parte-2,train
2_Sam_24_parte-3,train
2_Sam_24_parte-4,train
2_Sam_24_parte-5,dev
2_Sam_2_parte-1,train
2_Sam_2_parte-2,test
2_Sam_2_parte-3,train
2_Sam_2_parte-4,test
2_Sam_2_parte-5,dev
2_Sam_3_parte-1,train
2_Sam_3_parte-2,train
2_Sam_3_parte-3,train
2_Sam_3_parte-4,train
2_Sam_3_parte-5,test
2_Sam_3_parte-6,train
2_Sam_4_parte-1,train
2_Sam_4_parte-2,train
2_Sam_4_parte-3,train
2_Sam_5_parte-1,train
2_Sam_5_parte-2,train
2_Sam_5_parte-3,test
2_Sam_5_parte-4,train
2_Sam_5_parte-5,train
2_Sam_6_parte-1,train
2_Sam_6_parte-2,dev
2_Sam_6_parte-3,train
2_Sam_7_parte-1,train
2_Sam_7_parte-2,train
2_Sam_7_parte-3,train
2_Sam_7_parte-4,test
2_Sam_8_parte-1,train
2_Sam_8_parte-2,train
2_Sam_8_parte-3,train
2_Sam_9_parte-1,train
2_Sam_9_parte-2,train
2_Tes_1_parte-1,train
2_Tes_1_parte-2,train
2_Tes_2_parte-1,train
2_Tes_2_parte-2,train
2_Tes_2_parte-3,dev
2_Tes_3_parte-1,train
2_Tes_3_parte-2,train
2_Tes_3_parte-3,train
2_Timoteo_1_parte-1,train
2_Timoteo_1_parte-2,train
2_Timoteo_1_parte-3,train
2_Timoteo_2_parte-1,test
2_Timoteo_2_parte-2,train
2_Timoteo_2_parte-3,train
2_Timoteo_2_parte-4,train
2_Timoteo_3_parte-1,train
2_Timoteo_3_parte-2,train
2_Timoteo_4_parte-1,train
2_Timoteo_4_parte-2,train
2_Timoteo_4_parte-3,train
2_Timoteo_4_parte-4,train
3_Joao_1_parte-1,train
3_Joao_1_parte-2,train
3_Joao_1_parte-3,train
3_Joao_1_parte-4,train
3_Joao_1_parte-5,train
3_Joao_1_parte-6,train
Ageu_1_parte-1,train
Ageu_1_parte-2,train
Ageu_1_parte-3,train
Ageu_2_parte-1,dev
Ageu_2_parte-2,train
Ageu_2_parte-3,train
Ageu_2_parte-4,dev
Ageu_2_parte-5,train
Ageu_2_parte-6,train
Amos_1_parte-1,train
Amos_1_parte-2,train
Amos_1_parte-3,train
Amos_1_parte-4,dev
Amos_1_parte-5,train
Amos_1_parte-6,train
Amos_2_parte-1,train
Amos_2_parte-2,test
Amos_2_parte-3,train
Amos_2_parte-4,train
Amos_2_parte-5,train
Amos_2_parte-6,train
Amos_3_parte-1,train
Amos_3_parte-2,dev
Amos_3_parte-3,train
Amos_3_parte-4,train
Amos_3_parte-5,train
Amos_3_parte-6,train
Amos_4_parte-1,train
Amos_4_parte-2,train
Amos_4_parte-3,train
Amos_4_parte-4,train
Amos_4_parte-5,test
Amos_5_parte-1,train
Amos_5_parte-2,train
Amos_5_parte-3,train
Amos_5_parte-4,train
Amos_5_parte-5,train
Amos_5_parte-6,train
Amos_5_parte-7,test
Amos_5_parte-8,test
Amos_5_parte-9,train
Amos_6_parte-1,train
Amos_6_parte-2,train
Amos_6_parte-3,train
Amos_6_parte-4,train
Amos_6_parte-5,train
Amos_6_parte-6,train
Amos_7_parte-1,dev
Amos_7_parte-2,dev
Amos_7_parte-3,test
Amos_7_parte-4,train
Amos_7_parte-5,train
Amos_8_parte-1,train
Amos_8_parte-2,train
Amos_8_parte-3,train
Amos_8_parte-4,train
Amos_8_parte-5,train
Amos_9_parte-1,test
Amos_9_parte-2,dev
Amos_9_parte-3,dev
Amos_9_parte-4,train
Amos_9_parte-5,train
Apo_10_parte-1,train
Apo_10_parte-2,test
Apo_10_parte-3,train
Apo_11_parte-1,train
Apo_11_parte-2,train
Apo_11_parte-3,test
Apo_11_parte-4,train
Apo_11_parte-5,train
Apo_12_parte-1,train
Apo_12_parte-2,train
Apo_12_parte-3,train
Apo_12_parte-4,dev
Apo_13_parte-1,train
Apo_13_parte-2,train
Apo_13_parte-3,train
Apo_13_parte-4,train
Apo_13_parte-5,train
Apo_14_parte-1,dev
Apo_14_parte-2,train
Apo_14_parte-3,train
Apo_14_parte-4,train
Apo_14_parte-5,train
Apo_14_parte-6,dev
Apo_14_parte-7,train
Apo_15_parte-1,train
Apo_15_parte-2,train
Apo_15_parte-3,dev
Apo_16_parte-1,train
Apo_16_parte-2,train
Apo_16_parte-3,train
Apo_16_parte-4,train
Apo_16_parte-5,dev
Apo_16_parte-6,dev
Apo_17_parte-1,train
Apo_17_parte-2,train
Apo_17_parte-3,train
Apo_17_parte-4,train
Apo_17_parte-5,train
Apo_17_parte-6,train
Apo_18_parte-1,test
Apo_18_parte-2,train
Apo_18_parte-3,train
Apo_18_parte-4,train
Apo_18_parte-5,test
Apo_18_parte-6,train
Apo_18_parte-7,train
Apo_19_parte-1,train
Apo_19_parte-2,train
Apo_19_parte-3,train
Apo_19_parte-4,test
Apo_19_parte-5,train
Apo_19_parte-6,test
Apo_19_parte-7,train
Apo_1_parte-1,dev
Apo_1_parte-2,train
Apo_1_parte-3,train
Apo_1_parte-4,train
Apo_1_parte-5,train
Apo_1_parte-6,train
Apo_1_parte-7,train
Apo_20_parte-1,train
Apo_20_parte-2,test
Apo_20_parte-3,train
Apo_20_parte-4,dev
Apo_20_parte-5,train
Apo_21_parte-1,test
Apo_21_parte-2,train
Apo_21_parte-3,train
Apo_21_parte-4,train
Apo_21_parte-5,train
Apo_21_parte-6,train
Apo_22_parte-1,train
Apo_22_parte-2,train
Apo_22_parte-3,train
Apo_22_parte-4,train
Apo_22_parte-5,train
Apo_22_parte-6,train
Apo_22_parte-7,dev
Apo_22_parte-8,train
Apo_22_parte-9,train
Apo_2_parte-1,train
Apo_2_parte-2,train
Apo_2_parte-3,train
Apo_2_parte-4,train
Apo_2_parte-5,train
Apo_2_parte-6,train
Apo_2_parte-7,train
Apo_2_parte-8,train
Apo_3_parte-1,dev
Apo_3_parte-2,train
Apo_3_parte-3,dev
Apo_3_parte-4,train
Apo_3_parte-5,train
Apo_3_parte-6,train
Apo_3_parte-7,train
Apo_4_parte-1,train
Apo_4_parte-2,test
Apo_4_parte-3,train
Apo_4_parte-4,train
Apo_5_parte-1,train
Apo_5_parte-2,train
Apo_5_parte-3,train
Apo_6_parte-1,train
Apo_6_parte-2,train
Apo_6_parte-3,dev
Apo_6_parte-4,train
Apo_6_parte-5,train
Apo_6_parte-6,train
Apo_6_parte-7,train
Apo_7_parte-1,train
Apo_7_parte-2,train
Apo_7_parte-3,train
Apo_7_parte-4,train
Apo_8_parte-1,train
Apo_8_parte-2,train
Apo_8_parte-3,train
Apo_8_parte-4,train
Apo_9_parte-1,train
Apo_9_parte-2,train
Apo_9_parte-3,train
Apo_9_parte-4,train
Apo_9_parte-5,train
Atos_10_parte-1,test
Atos_10_parte-2,train
Atos_10_parte-3,dev
Atos_10_parte-4,train
Atos_11_parte-1,dev
Atos_11_parte-2,train
Atos_11_parte-3,train
Atos_11_parte-4,train
Atos_12_parte-1,train
Atos_12_parte-2,train
Atos_12_parte-3,dev
Atos_12_parte-4,train
Atos_12_parte-5,test
Atos_13_parte-1,train
Atos_13_parte-2,train
Atos_13_parte-3,train
Atos_13_parte-4,train
Atos_13_parte-5,dev
Atos_13_parte-6,train
Atos_13_parte-7,train
Atos_13_parte-8,train
Atos_14_parte-1,train
Atos_14_parte-2,train
Atos_14_parte-3,train
Atos_14_parte-4,train
Atos_15_parte-1,train
Atos_15_parte-2,train
Atos_15_parte-3,train
Atos_15_parte-4,train
Atos_15_parte-5,train
Atos_15_parte-6,test
Atos_15_parte-7,train
Atos_16_parte-1,test
Atos_16_parte-2,train
Atos_16_parte-3,train
Atos_16_parte-4,dev
Atos_16_parte-5,train
Atos_17_parte-1,train
Atos_17_parte-2,test
Atos_17_parte-3,train
Atos_17_parte-4,train
Atos_17_parte-5,train
Atos_18_parte-1,train
Atos_18_parte-2,train
Atos_18_parte-3,train
Atos_18_parte-4,train
Atos_19_parte-1,train
Atos_19_parte-2,train
Atos_19_parte-3,train
Atos_19_parte-4,train
Atos_19_parte-5,train
Atos_19_parte-6,dev
Atos_1_parte-1,train
Atos_1_parte-2,train
Atos_1_parte-3,train
Atos_1_parte-4,train
Atos_20_parte-1,train
Atos_20_parte-2,train
Atos_20_parte-3,train
Atos_20_parte-4,train
Atos_20_parte-5,train
Atos_20_parte-6,train
Atos_21_parte-1,train
Atos_21_parte-2,train
Atos_21_parte-3,train
Atos_21_parte-4,train
Atos_21_parte-5,train
Atos_22_parte-1,train
Atos_22_parte-2,train
Atos_22_parte-3,train
Atos_23_parte-1,train
Atos_23_parte-2,train
Atos_23_parte-3,train
Atos_24_parte-1,train
Atos_24_parte-2,test
Atos_24_parte-3,train
Atos_24_parte-4,train
Atos_24_parte-5,train
Atos_24_parte-6,train
Atos_25_parte-1,test
Atos_25_parte-2,train
Atos_25_parte-3,test
Atos_26_parte-1,train
Atos_26_parte-2,train
Atos_26_parte-3,train
Atos_26_parte-4,train
Atos_27_parte-1,train
Atos_27_parte-2,train
Atos_27_parte-3,test
Atos_27_parte-4,test
Atos_27_parte-5,train
Atos_27_parte-6,train
Atos_27_parte-7,dev
Atos_28_parte-1,train
Atos_28_parte-2,train
Atos_28_parte-3,train
Atos_28_parte-4,train
Atos_28_parte-5,dev
Atos_28_parte-6,train
Atos_2_parte-1,train
Atos_2_parte-2,train
Atos_2_parte-3,train
Atos_2_parte-4,train
Atos_2_parte-5,train
Atos_2_parte-6,train
Atos_3_parte-1,train
Atos_3_parte-2,train
Atos_3_parte-3,train
Atos_4_parte-1,train
Atos_4_parte-2,train
Atos_4_parte-3,train
Atos_4_parte-4,train
Atos_5_parte-1,train
Atos_5_parte-2,train
Atos_6_parte-1,train
Atos_6_parte-2,train
Atos_7_parte-1,train
Atos_7_parte-2,train
Atos_7_parte-3,dev
Atos_7_parte-4,train
Atos_7_parte-5,train
Atos_7_parte-6,train
Atos_7_parte-7,train
Atos_7_parte-8,train
Atos_8_parte-1,train
Atos_8_parte-2,train
Atos_8_parte-3,train
Atos_8_parte-4,train
Atos_8_parte-5,train
Atos_8_parte-6,train
Atos_9_parte-1,train
Atos_9_parte-2,train
Atos_9_parte-3,test
Atos_9_parte-4,dev
Atos_9_parte-5,train
Atos_9_parte-6,train
Can_1_parte-1,dev
Can_1_parte-2,train
Can_1_parte-3,train
Can_1_parte-4,train
Can_1_parte-5,dev
Can_1_parte-6,train
Can_1_parte-7,train
Can_1_parte-8,train
Can_1_parte-9,train
Can_2_parte-1,train
Can_2_parte-2,train
Can_2_parte-3,train
Can_2_parte-4,test
Can_2_parte-5,train
Can_2_parte-6,train
Can_3_parte-1,train
Can_3_parte-2,train
Can_3_parte-3,train
Can_4_parte-1,test
Can_4_parte-2,dev
Can_4_parte-3,train
Can_4_parte-4,test
Can_4_parte-5,test
Can_4_parte-6,train
Can_5_parte-1,train
Can_5_parte-2,train
Can_5_parte-3,train
Can_5_parte-4,train
Can_5_parte-5,train
Can_6_parte-1,train
Can_6_parte-2,test
Can_6_parte-3,train
Can_6_parte-4,train
Can_6_parte-5,train
Can_6_parte-6,train
Can_7_parte-1,train
Can_7_parte-2,train
Can_7_parte-3,train
Can_7_parte-4,train
Can_7_parte-5,train
Can_8_parte-1,train
Can_8_parte-2,train
Can_8_parte-3,train
Can_8_parte-4,train
Can_8_parte-5,train
Can_8_parte-6,test
Can_8_parte-7,train
Col_1_parte-1,train
Col_1_parte-2,train
Col_1_parte-3,train
Col_1_parte-4,train
Col_1_parte-5,train
Col_2_parte-1,train
Col_2_parte-2,train
Col_2_parte-3,train
Col_2_parte-4,dev
Col_2_parte-5,train
Col_2_parte-6,train
Col_3_parte-1,train
Col_3_parte-2,train
Col_3_parte-3,train
Col_3_parte-4,train
Col_3_parte-5,train
Col_4_parte-1,train
Col_4_parte-2,train
Col_4_parte-3,train
Col_4_parte-4,test
Col_4_parte-5,train
Col_4_parte-6,dev
Dan_10_parte-1,dev
Dan_10_parte-2,dev
Dan_10_parte-3,train
Dan_10_parte-4,dev
Dan_11_parte-1,train
Dan_11_parte-10,train
Dan_11_parte-11,train
Dan_11_parte-2,train
Dan_11_parte-3,test
Dan_11_parte-4,train
Dan_11_parte-5,train
Dan_11_parte-6,train
Dan_11_parte-7,dev
Dan_11_parte-8,dev
Dan_11_parte-9,train
Dan_12_parte-1,test
Dan_12_parte-2,train
Dan_12_parte-3,train
Dan_12_parte-4,dev
Dan_1_parte-1,train
Dan_1_parte-2,train
Dan_1_parte-3,test
Dan_1_parte-4,dev
Dan_1_parte-5,test
Dan_2_parte-1,dev
Dan_2_parte-10,train
Dan_2_parte-2,train
Dan_2_parte-3,train
Dan_2_parte-4,test
Dan_2_parte-5,train
Dan_2_parte-6,train
Dan_2_parte-7,train
Dan_2_parte-8,train
Dan_2_parte-9,test
Dan_3_parte-1,dev
Dan_3_parte-2,train
Dan_3_parte-3,train
Dan_3_parte-4,train
Dan_3_parte-5,dev
Dan_4_parte-1,train
Dan_4_parte-2,train
Dan_4_parte-3,train
Dan_4_parte-4,train
Dan_4_parte-5,train
Dan_4_parte-6,train
Dan_4_parte-7,train
Dan_4_parte-8,train
Dan_4_parte-9,train
Dan_5_parte-1,train
Dan_5_parte-2,train
Dan_5_parte-3,train
Dan_5_parte-4,train
Dan_5_parte-5,train
Dan_5_parte-6,train
Dan_5_parte-7,train
Dan_6_parte-1,test
Dan_6_parte-2,train
Dan_6_parte-3,dev
Dan_6_parte-4,train
Dan_6_parte-5,train
Dan_6_parte-6,train
Dan_7_parte-1,train
Dan_7_parte-2,train
Dan_7_parte-3,train
Dan_7_parte-4,train
Dan_7_parte-5,train
Dan_7_parte-6,train
Dan_7_parte-7,dev
Dan_8_parte-1,dev
Dan_8_parte-2,train
Dan_8_parte-3,train
Dan_8_parte-4,train
Dan_8_parte-5,test
Dan_8_parte-6,dev
Dan_8_parte-7,train
Dan_9_parte-1,train
Dan_9_parte-2,dev
Dan_9_parte-3,train
Dan_9_parte-4,train
Dan_9_parte-5,train
Dan_9_parte-6,train
Dan_9_parte-7,train
Deu_10_parte-1,train
Deu_10_parte-2,train
Deu_10_parte-3,train
Deu_10_parte-4,train
Deu_10_parte-5,train
Deu_10_parte-6,dev
Deu_11_parte-1,train
Deu_11_parte-2,train
Deu_11_parte-3,train
Deu_11_parte-4,train
Deu_11_parte-5,train
Deu_11_parte-6,train
Deu_11_parte-7,train
Deu_11_parte-8,train
Deu_11_parte-9,train
Deu_12_parte-1,train
Deu_12_parte-2,train
Deu_12_parte-3,dev
Deu_12_parte-4,dev
Deu_12_parte-5,train
Deu_12_parte-6,train
Deu_12_parte-7,dev
Deu_12_parte-8,train
Deu_13_parte-1,train
Deu_13_parte-2,train
Deu_13_parte-3,dev
Deu_14_parte-1,dev
Deu_14_parte-10,train
Deu_14_parte-2,train
Deu_14_parte-3,test
Deu_14_parte-4,dev
Deu_14_parte-5,test
Deu_14_parte-6,train
Deu_14_parte-7,train
Deu_14_parte-8,train
Deu_14_parte-9,train
Deu_15_parte-1,train
Deu_15_parte-2,train
Deu_15_parte-3,train
Deu_15_parte-4,train
Deu_15_parte-5,train
Deu_15_parte-6,train
Deu_16_parte-1,train
Deu_16_parte-2,train
Deu_16_parte-3,train
Deu_16_parte-4,train
Deu_16_parte-5,train
Deu_16_parte-6,train
Deu_16_parte-7,train
Deu_17_parte-1,train
Deu_17_parte-2,train
Deu_17_parte-3,dev
Deu_18_parte-1,train
Deu_18_parte-2,train
Deu_18_parte-3,dev
Deu_18_parte-4,train
Deu_18_parte-5,train
Deu_18_parte-6,train
Deu_19_parte-1,train
Deu_19_parte-2,train
Deu_19_parte-3,train
Deu_19_parte-4,train
Deu_19_parte-5,train
Deu_1_parte-1,train
Deu_1_parte-2,train
Deu_1_parte-3,train
Deu_1_parte-4,test
Deu_1_parte-5,train
Deu_1_parte-6,train
Deu_1_parte-7,train
Deu_1_parte-8,train
Deu_20_parte-1,train
Deu_20_parte-2,train
Deu_20_parte-3,train
Deu_20_parte-4,train
Deu_20_parte-5,test
Deu_21_parte-1,dev
Deu_21_parte-2,dev
Deu_21_parte-3,train
Deu_21_parte-4,train
Deu_21_parte-5,train
Deu_21_parte-6,train
Deu_22_parte-1,test
Deu_22_parte-2,train
Deu_22_parte-3,test
Deu_22_parte-4,train
Deu_22_parte-5,train
Deu_22_parte-6,train
Deu_22_parte-7,train
Deu_22_parte-8,test
Deu_23_parte-1,train
Deu_23_parte-2,train
Deu_23_parte-3,train
Deu_23_parte-4,train
Deu_23_parte-5,train
Deu_23_parte-6,train
Deu_23_parte-7,dev
Deu_23_parte-8,train
Deu_24_parte-1,train
Deu_24_parte-2,train
Deu_24_parte-3,train
Deu_24_parte-4,test
Deu_24_parte-5,train
Deu_24_parte-6,train
Deu_25_parte-1,dev
Deu_25_parte-2,train
Deu_25_parte-3,train
Deu_25_parte-4,train
Deu_26_parte-1,test
Deu_26_parte-2,train
Deu_26_parte-3,train
Deu_26_parte-4,train
Deu_27_parte-1,train
Deu_27_parte-2,train
Deu_27_parte-3,train
Deu_27_parte-4,train
Deu_27_parte-5,train
Deu_27_parte-6,train
Deu_27_parte-7,train
Deu_28_parte-1,train
Deu_28_parte-10,train
Deu_28_parte-11,train
Deu_28_parte-12,train
Deu_28_parte-13,train
Deu_28_parte-14,train
Deu_28_parte-15,train
Deu_28_parte-16,test
Deu_28_parte-2,train
Deu_28_parte-3,train
Deu_28_parte-4,train
Deu_28_parte-5,dev
Deu_28_parte-6,train
Deu_28_parte-7,train
Deu_28_parte-8,train
Deu_28_parte-9,train
Deu_29_parte-1,train
Deu_29_parte-2,train
Deu_29_parte-3,test
Deu_29_parte-4,train
Deu_29_parte-5,train
Deu_29_parte-6,train
Deu_2_parte-1,dev
Deu_2_parte-2,dev
Deu_2_parte-3,train
Deu_2_parte-4,train
Deu_2_parte-5,test
Deu_2_parte-6,train
Deu_2_parte-7,train
Deu_30_parte-1,train
Deu_30_parte-2,train
Deu_30_parte-3,train
Deu_30_parte-4,test
Deu_31_parte-1,train
Deu_31_parte-2,train
Deu_31_parte-3,train
Deu_31_parte-4,train
Deu_31_parte-5,train
Deu_31_parte-6,train
Deu_31_parte-7,train
Deu_32_parte-1,train
Deu_32_parte-10,test
Deu_32_parte-11,train
Deu_32_parte-2,train
Deu_32_parte-3,train
Deu_32_parte-4,test
Deu_32_parte-5,train
Deu_32_parte-6,train
Deu_32_parte-7,test
Deu_32_parte-8,train
Deu_32_parte-9,train
Deu_33_parte-1,train
Deu_33_parte-2,train
Deu_33_parte-3,train
Deu_33_parte-4,train
Deu_33_parte-5,train
Deu_33_parte-6,train
Deu_33_parte-7,train
Deu_33_parte-8,train
Deu_34_parte-1,train
Deu_34_parte-2,train
Deu_34_parte-3,train
Deu_3_parte-1,train
Deu_3_parte-2,train
Deu_3_parte-3,dev
Deu_3_parte-4,train
Deu_3_parte-5,dev
Deu_3_parte-6,train
Deu_4_parte-1,train
Deu_4_parte-2,test
Deu_4_parte-3,train
Deu_4_parte-4,train
Deu_4_parte-5,dev
Deu_4_parte-6,dev
Deu_4_parte-7,train
Deu_4_parte-8,train
Deu_4_parte-9,train
Deu_5_parte-1,test
Deu_5_parte-2,train
Deu_5_parte-3,train
Deu_5_parte-4,train
Deu_5_parte-5,train
Deu_5_parte-6,test
Deu_6_parte-1,train
Deu_6_parte-2,train
Deu_6_parte-3,train
Deu_6_parte-4,train
Deu_6_parte-5,train
Deu_7_parte-1,train
Deu_7_parte-2,train
Deu_7_parte-3,train
Deu_7_parte-4,test
Deu_7_parte-5,train
Deu_7_parte-6,train
Deu_8_parte-1,train
Deu_8_parte-2,test
Deu_8_parte-3,train
Deu_8_parte-4,train
Deu_9_parte-1,train
Deu_9_parte-2,test
Deu_9_parte-3,train
Deu_9_parte-4,test
Deu_9_parte-5,train
Deu_9_parte-6,dev
Deu_9_parte-7,train
Deu_9_parte-8,dev
Ecl_10_parte-1,train
Ecl_10_parte-2,train
Ecl_10_parte-3,train
Ecl_10_parte-4,train
Ecl_10_parte-5,train
Ecl_10_parte-6,train
Ecl_11_parte-1,train
Ecl_11_parte-2,train
Ecl_11_parte-3,train
Ecl_11_parte-4,train
Ecl_12_parte-1,train
Ecl_12_parte-2,train
Ecl_12_parte-3,train
Ecl_12_parte-4,train
Ecl_1_parte-1,train
Ecl_1_parte-2,train
Ecl_1_parte-3,train
Ecl_1_parte-4,train
Ecl_1_parte-5,train
Ecl_2_parte-1,train
Ecl_2_parte-2,train
Ecl_2_parte-3,test
Ecl_2_parte-4,train
Ecl_2_parte-5,train
Ecl_2_parte-6,train
Ecl_2_parte-7,train
Ecl_3_parte-1,train
Ecl_3_parte-2,train
Ecl_3_parte-3,train
Ecl_3_parte-4,dev
Ecl_3_parte-5,train
Ecl_4_parte-1,train
Ecl_4_parte-2,train
Ecl_4_parte-3,train
Ecl_4_parte-4,train
Ecl_4_parte-5,train
Ecl_5_parte-1,train
Ecl_5_parte-2,train
Ecl_5_parte-3,dev
Ecl_5_parte-4,train
Ecl_5_parte-5,train
Ecl_5_parte-6,train
Ecl_6_parte-1,train
Ecl_6_parte-2,train
Ecl_6_parte-3,dev
Ecl_7_parte-1,train
Ecl_7_parte-2,train
Ecl_7_parte-3,train
Ecl_7_parte-4,train
Ecl_7_parte-5,train
Ecl_7_parte-6,dev
Ecl_7_parte-7,train
Ecl_7_parte-8,train
Ecl_7_parte-9,dev
Ecl_8_parte-1,train
Ecl_8_parte-2,train
Ecl_8_parte-3,train
Ecl_8_parte-4,train
Ecl_8_parte-5,train
Ecl_8_parte-6,test
Ecl_9_parte-1,train
Ecl_9_parte-2,train
Ecl_9_parte-3,train
Ecl_9_parte-4,test
Ecl_9_parte-5,train
Ecl_9_parte-6,train
Efesios_1_parte-1,test
Efesios_1_parte-2,train
Efesios_1_parte-3,train
Efesios_2_parte-1,train
Efesios_2_parte-2,train
Efesios_2_parte-3,dev
Efesios_2_parte-4,train
Efesios_2_parte-5,train
Efesios_2_parte-6,train
Efesios_3_parte-1,train
Efesios_3_parte-2,train
Efesios_3_parte-3,train
Efesios_4_parte-1,train
Efesios_4_parte-2,train
Efesios_4_parte-3,train
Efesios_4_parte-4,train
Efesios_4_parte-5,train
Efesios_4_parte-6,train
Efesios_4_parte-7,train
Efesios_5_parte-1,dev
